Scenario ID,Employee Search Query,Scenario Family,Edge Case Tags,Difficulty,Answerability,Intent Count,Archetype,Target Family ID,Target Instance ID,Construction,Generator Version,Generator Seed
Q21668,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit dependents by worker - ytd,R3012,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit dependents by worker - ytd"", ""axis - benefit elections - summary""], ""values"": [""Composite"", ""Advanced""]}",2.0.0,20260804
Q21669,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit dependents by worker - ytd,R3012,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit dependents by worker - ytd"", ""axis - benefit elections by benefit group - current""], ""values"": [""Composite"", ""Advanced""]}",2.0.0,20260804
Q21670,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit dependents by worker - ytd,R3012,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit dependents by worker - ytd"", ""axis - benefit events - detail""], ""values"": [""Composite"", ""Advanced""]}",2.0.0,20260804
Q21671,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit dependents by worker - ytd,R3012,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit dependents by worker - ytd"", ""axis - benefit events by company - monthly""], ""values"": [""Composite"", ""Advanced""]}",2.0.0,20260804
Q21672,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit elections by company,R0623,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit elections by company"", ""axis - benefit eligibility by worker - dashboard""], ""values"": [""Advanced"", ""Matrix""]}",2.0.0,20260804
Q21673,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit elections by company,R0623,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit elections by company"", ""axis - benefit events by worker""], ""values"": [""Advanced"", ""Matrix""]}",2.0.0,20260804
Q21674,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit eligibility by worker - dashboard,R1200,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit eligibility by worker - dashboard"", ""axis - benefit enrollment by plan - ytd""], ""values"": [""Matrix"", ""Advanced""]}",2.0.0,20260804
Q21675,axis benefit company enrollment report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit enrollment by company - current,R1884,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit enrollment by company - current"", ""axis - benefit enrollment by company - ytd""], ""values"": [""Advanced"", ""Matrix""]}",2.0.0,20260804
Q21676,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit enrollment by plan - ytd,R0332,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit enrollment by plan - ytd"", ""axis - benefit events by worker""], ""values"": [""Advanced"", ""Matrix""]}",2.0.0,20260804
Q21677,benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,benefit census by benefit group v3,R3609,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""benefit census by benefit group v3"", ""benefit enrollment - quarterly""], ""values"": [""Matrix"", ""Advanced""]}",2.0.0,20260804
Q21678,benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,benefit census by benefit group v3,R3609,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""benefit census by benefit group v3"", ""benefit events by company - summary""], ""values"": [""Matrix"", ""Advanced""]}",2.0.0,20260804
Q21679,benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,benefit census by benefit group v3,R3609,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""benefit census by benefit group v3"", ""hcm benefit eligibility by plan""], ""values"": [""Matrix"", ""Advanced""]}",2.0.0,20260804
Q21680,benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,benefit census by worker,R0447,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""benefit census by worker"", ""benefit coverage by company - detail""], ""values"": [""Advanced"", ""Matrix""]}",2.0.0,20260804
Q21681,benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,benefit coverage by company - detail,R0320,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""benefit coverage by company - detail"", ""benefit elections - audit""], ""values"": [""Matrix"", ""Advanced""]}",2.0.0,20260804
Q21682,benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,benefit coverage by company - detail,R0320,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""benefit coverage by company - detail"", ""benefit events - quarterly""], ""values"": [""Matrix"", ""Advanced""]}",2.0.0,20260804
Q21683,benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,benefit coverage by company - detail,R0320,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""benefit coverage by company - detail"", ""dax benefit eligibility by plan""], ""values"": [""Matrix"", ""Advanced""]}",2.0.0,20260804
Q21684,benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,benefit enrollment - quarterly,R0688,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""benefit enrollment - quarterly"", ""hcm benefit coverage by company - monthly""], ""values"": [""Advanced"", ""Matrix""]}",2.0.0,20260804
Q21685,benefit company report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,benefit events by company - summary,R1336,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""benefit events by company - summary"", ""hcm benefit coverage by company - monthly""], ""values"": [""Advanced"", ""Matrix""]}",2.0.0,20260804
Q21686,benefit hcm report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,hcm benefit census by company - current,R3607,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""hcm benefit census by company - current"", ""hcm benefit enrollment by worker""], ""values"": [""Matrix"", ""Advanced""]}",2.0.0,20260804
Q21687,benefit hcm report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,hcm benefit coverage by company - monthly,R1475,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""hcm benefit coverage by company - monthly"", ""hcm benefit eligibility by plan""], ""values"": [""Matrix"", ""Advanced""]}",2.0.0,20260804
Q21688,benefit hcm report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,hcm benefit elections by plan - detail,R1583,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""hcm benefit elections by plan - detail"", ""hcm benefit enrollment by worker""], ""values"": [""Matrix"", ""Advanced""]}",2.0.0,20260804
Q21689,approvals report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,approvals,R0533,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""data_source"", ""families"": [""approvals"", ""approvals by assignee - dashboard""], ""values"": [""Business Process Events"", ""Process Transactions""]}",2.0.0,20260804
Q21690,approvals report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,approvals,R0533,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""data_source"", ""families"": [""approvals"", ""approvals by assignee - monthly""], ""values"": [""Business Process Events"", ""All Business Process""]}",2.0.0,20260804
Q21691,approvals report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,approvals,R0533,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""data_source"", ""families"": [""approvals"", ""approvals by initiator""], ""values"": [""Business Process Events"", ""All Business Processes""]}",2.0.0,20260804
Q21692,approvals report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,approvals,R0533,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""data_source"", ""families"": [""approvals"", ""approvals by initiator - current""], ""values"": [""Business Process Events"", ""All Business Process""]}",2.0.0,20260804
Q21693,approvals report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,approvals,R0533,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""data_source"", ""families"": [""approvals"", ""approvals by initiator - dashboard""], ""values"": [""Business Process Events"", ""All Business Processes""]}",2.0.0,20260804
